2025-10-30 10:07:59, HB?v?6c????x??"????????14.62,PSI,100803.6,Pa,100.8050,kPa,756.132,torr,29.7708,inHg,0.995011,atm,1.008150,bar,65.0,%3,22.5,C3,58.9,%5,21.7,C5,0,valve,0,fan

2025-10-30 10:08:59, 14.62,PSI,100812.6,Pa,100.8115,kPa,756.178,torr,29.7712,inHg,0.995082,atm,1.008243,bar,65.0,%3,22.5,C3,58.9,%5,21.7,C5,0,valve,0,fan

2025-10-30 10:09:59, 14.62,PSI,100807.9,Pa,100.8117,kPa,756.114,torr,29.7704,inHg,0.995042,atm,1.008231,bar,65.0,%3,22.5,C3,58.9,%5,21.7,C5,0,valve,0,fan

2025-10-30 10:10:59, 14.62,PSI,100809.9,Pa,100.8133,kPa,756.187,torr,29.7709,inHg,0.995015,atm,1.008213,bar,65.0,%3,22.5,C3,58.9,%5,21.7,C5,0,valve,0,fan

2025-10-30 10:12:00, 14.62,PSI,100812.1,Pa,100.8054,kPa,756.122,torr,29.7707,inHg,0.995016,atm,1.008207,bar,65.0,%3,22.5,C3,59.0,%5,21.7,C5,0,valve,0,fan

2025-10-30 10:13:00, 14.62,PSI,100804.7,Pa,100.8060,kPa,756.125,torr,29.7682,inHg,0.994978,atm,1.008143,bar,65.0,%3,22.5,C3,59.0,%5,21.7,C5,0,valve,0,fan

2025-10-30 10:14:00, 14.62,PSI,100813.7,Pa,100.8108,kPa,756.159,torr,29.7705,inHg,0.995029,atm,1.008171,bar,65.0,%3,22.5,C3,59.0,%5,21.7,C5,0,valve,0,fan

2025-10-30 10:15:00, 14.62,PSI,100806.0,Pa,100.8134,kPa,756.161,torr,29.7704,inHg,0.995072,atm,1.008243,bar,65.0,%3,22.5,C3,59.0,%5,21.8,C5,0,valve,0,fan

2025-10-30 10:16:00, 14.62,PSI,100809.3,Pa,100.8140,kPa,756.190,torr,29.7718,inHg,0.995055,atm,1.008239,bar,65.0,%3,22.6,C3,59.0,%5,21.8,C5,0,valve,0,fan

2025-10-30 10:17:00, 14.62,PSI,100813.9,Pa,100.8146,kPa,756.163,torr,29.7702,inHg,0.995028,atm,1.008192,bar,65.0,%3,22.6,C3,59.0,%5,21.8,C5,0,valve,0,fan

2025-10-30 10:18:00, 14.62,PSI,100808.8,Pa,100.5680,kPa,756.168,torr,29.7714,inHg,0.995049,atm,1.008229,bar,65.0,%3,22.6,C3,59.0,%5,21.8,C5,0,valve,0,fan

2025-10-30 10:19:01, 14.62,PSI,100811.5,Pa,100.8136,kPa,756.177,torr,29.7717,inHg,0.995072,atm,1.008213,bar,65.0,%3,22.6,C3,59.0,%5,21.8,C5,0,valve,0,fan

2025-10-30 10:20:01, 14.62,PSI,100754.2,Pa,100.8203,kPa,756.244,torr,29.7745,inHg,0.994798,atm,1.008317,bar,65.0,%3,22.6,C3,59.0,%5,21.8,C5,0,valve,0,fan

2025-10-30 10:21:01, 14.62,PSI,100816.2,Pa,100.8173,kPa,754.355,torr,29.7744,inHg,0.995146,atm,1.008321,bar,65.0,%3,22.6,C3,59.1,%5,21.8,C5,0,valve,0,fan

2025-10-30 10:22:01, 14.60,PSI,100826.0,Pa,100.8133,kPa,756.264,torr,29.7750,inHg,0.997151,atm,1.009755,bar,65.0,%3,22.6,C3,59.2,%5,21.9,C5,1,valve,0,fan

2025-10-30 10:23:01, 14.62,PSI,100824.5,Pa,100.7552,kPa,756.505,torr,29.7754,inHg,0.995167,atm,1.007740,bar,64.9,%3,22.6,C3,59.3,%5,21.9,C5,1,valve,0,fan

2025-10-30 10:24:01, 14.62,PSI,100823.5,Pa,100.8253,kPa,756.267,torr,29.7758,inHg,0.995197,atm,1.008359,bar,64.9,%3,22.6,C3,59.4,%5,21.9,C5,1,valve,0,fan

2025-10-30 10:25:01, 14.62,PSI,100822.4,Pa,100.8178,kPa,756.184,torr,29.7717,inHg,0.995107,atm,1.008280,bar,64.9,%3,22.6,C3,59.5,%5,22.0,C5,1,valve,0,fan

2025-10-30 10:26:02, 14.62,PSI,100817.2,Pa,100.8157,kPa,755.289,torr,29.7740,inHg,0.995082,atm,1.008248,bar,64.9,%3,22.7,C3,59.6,%5,22.0,C5,1,valve,0,fan

2025-10-30 10:27:02, 14.62,PSI,100820.0,Pa,100.4788,kPa,756.222,torr,29.7733,inHg,0.995158,atm,1.004152,bar,64.9,%3,22.7,C3,59.7,%5,22.0,C5,1,valve,0,fan

2025-10-30 10:28:02, 14.59,PSI,100816.5,Pa,100.8229,kPa,756.220,torr,29.6695,inHg,0.995156,atm,1.008306,bar,64.8,%3,22.7,C3,59.8,%5,22.0,C5,1,valve,0,fan

2025-10-30 10:29:02, 14.62,PSI,100794.5,Pa,100.7971,kPa,756.228,torr,29.7710,inHg,0.995093,atm,1.008240,bar,64.8,%3,22.7,C3,59.9,%5,22.1,C5,1,valve,0,fan

2025-10-30 10:30:02, 14.62,PSI,100813.7,Pa,100.8165,kPa,755.516,torr,29.7707,inHg,0.994965,atm,1.008275,bar,64.8,%3,22.7,C3,60.0,%5,22.1,C5,1,valve,0,fan

2025-10-30 10:31:02, 14.62,PSI,100806.3,Pa,100.7916,kPa,756.231,torr,29.7739,inHg,0.994551,atm,1.008280,bar,64.8,%3,22.7,C3,60.1,%5,22.1,C5,1,valve,0,fan

2025-10-30 10:32:02, 14.61,PSI,100819.4,Pa,100.8209,kPa,756.259,torr,29.7634,inHg,0.995156,atm,1.008278,bar,64.8,%3,22.7,C3,60.2,%5,22.1,C5,1,valve,0,fan

2025-10-30 10:33:03, 14.62,PSI,100817.8,Pa,100.8636,kPa,756.231,torr,29.7742,inHg,0.995145,atm,1.006968,bar,64.8,%3,22.7,C3,60.3,%5,22.2,C5,1,valve,0,fan

2025-10-30 10:34:03, 14.62,PSI,100822.9,Pa,100.8275,kPa,754.871,torr,29.7746,inHg,0.995175,atm,1.008380,bar,64.8,%3,22.7,C3,60.3,%5,22.2,C5,1,valve,0,fan

2025-10-30 10:35:03, 14.62,PSI,100456.3,Pa,100.8285,kPa,756.302,torr,29.7753,inHg,0.991794,atm,1.008383,bar,64.8,%3,22.7,C3,60.4,%5,22.2,C5,1,valve,0,fan

2025-10-30 10:36:03, 14.62,PSI,100827.3,Pa,100.8278,kPa,756.278,torr,29.7751,inHg,0.995123,atm,1.008360,bar,64.8,%3,22.7,C3,60.4,%5,22.2,C5,1,valve,0,fan

2025-10-30 10:37:03, 14.57,PSI,100825.6,Pa,100.8299,kPa,753.698,torr,29.6937,inHg,0.995226,atm,1.008391,bar,64.8,%3,22.7,C3,60.5,%5,22.2,C5,0,valve,0,fan

2025-10-30 10:38:03, 14.62,PSI,100827.2,Pa,100.6937,kPa,756.279,torr,29.7768,inHg,0.995230,atm,1.006712,bar,64.8,%3,22.7,C3,60.6,%5,22.2,C5,0,valve,0,fan

2025-10-30 10:39:03, 14.62,PSI,100631.0,Pa,100.8352,kPa,756.337,torr,29.7767,inHg,0.993979,atm,1.008463,bar,64.8,%3,22.7,C3,60.6,%5,22.2,C5,0,valve,0,fan

2025-10-30 10:40:03, 14.62,PSI,100831.3,Pa,100.8341,kPa,754.227,torr,29.7776,inHg,0.995176,atm,1.006370,bar,64.8,%3,22.7,C3,60.6,%5,22.2,C5,0,valve,0,fan

2025-10-30 10:41:04, 14.57,PSI,100833.4,Pa,100.8368,kPa,756.328,torr,29.7772,inHg,0.995208,atm,1.008473,bar,64.8,%3,22.7,C3,60.7,%5,22.3,C5,0,valve,0,fan

2025-10-30 10:42:04, 14.62,PSI,100838.0,Pa,100.4627,kPa,756.378,torr,29.7781,inHg,0.995297,atm,1.004514,bar,64.8,%3,22.7,C3,60.7,%5,22.3,C5,0,valve,0,fan

2025-10-30 10:43:04, 14.62,PSI,100833.1,Pa,100.8353,kPa,756.341,torr,29.6796,inHg,0.995271,atm,1.008479,bar,64.8,%3,22.7,C3,60.7,%5,22.3,C5,0,valve,0,fan

2025-10-30 10:44:04, 14.62,PSI,100435.4,Pa,100.8419,kPa,756.393,torr,29.7794,inHg,0.995332,atm,1.008492,bar,64.8,%3,22.7,C3,60.8,%5,22.3,C5,0,valve,0,fan

