2025-04-17,01:10:27,14.66,PSI,101074.0,Pa,101.0757,kPa,758.166,torr,29.8485,inHg,0.997618,atm,1.010824,bar,27.0,%3,27.3,C3,28.9,%5,24.9,C5,0,valve
2025-04-17,01:11:27,14.66,PSI,101070.8,Pa,101.0773,kPa,758.166,torr,29.8491,inHg,0.997654,atm,1.010776,bar,27.0,%3,27.3,C3,28.7,%5,25.0,C5,0,valve
2025-04-17,01:12:27,14.66,PSI,101071.9,Pa,101.0765,kPa,758.123,torr,29.8479,inHg,0.997636,atm,1.010887,bar,27.0,%3,27.3,C3,28.6,%5,25.1,C5,0,valve
2025-04-17,01:13:27,14.66,PSI,101070.3,Pa,101.0782,kPa,758.149,torr,29.8476,inHg,0.997670,atm,1.010826,bar,27.0,%3,27.3,C3,28.4,%5,25.2,C5,0,valve
2025-04-17,01:14:27,14.66,PSI,101073.7,Pa,101.0743,kPa,758.150,torr,29.8496,inHg,0.997636,atm,1.010879,bar,27.0,%3,27.3,C3,28.2,%5,25.3,C5,0,valve
2025-04-17,01:15:28,14.66,PSI,101066.6,Pa,101.0693,kPa,758.147,torr,29.8482,inHg,0.997633,atm,1.010854,bar,27.0,%3,27.3,C3,28.1,%5,25.4,C5,1,valve
2025-04-17,01:16:28,14.66,PSI,101072.1,Pa,101.0783,kPa,758.187,torr,29.8493,inHg,0.997705,atm,1.010992,bar,27.0,%3,27.3,C3,27.9,%5,25.5,C5,1,valve
2025-04-17,01:17:28,14.66,PSI,101077.1,Pa,101.0783,kPa,758.164,torr,29.8506,inHg,0.997691,atm,1.010920,bar,27.0,%3,27.3,C3,28.4,%5,25.6,C5,1,valve
2025-04-17,01:18:28,14.66,PSI,101077.8,Pa,101.0794,kPa,758.180,torr,29.8488,inHg,0.997731,atm,1.010878,bar,27.0,%3,27.3,C3,28.3,%5,25.5,C5,1,valve
2025-04-17,01:19:28,14.66,PSI,101082.6,Pa,101.0816,kPa,758.229,torr,29.8509,inHg,0.997752,atm,1.010949,bar,27.0,%3,27.3,C3,28.8,%5,25.5,C5,1,valve
2025-04-17,01:20:28,14.66,PSI,101075.9,Pa,101.0895,kPa,758.305,torr,29.8556,inHg,0.997797,atm,1.010966,bar,27.0,%3,27.3,C3,28.1,%5,25.4,C5,1,valve
2025-04-17,01:21:28,14.66,PSI,101067.7,Pa,101.0764,kPa,758.112,torr,29.8511,inHg,0.997639,atm,1.010890,bar,27.0,%3,27.3,C3,28.2,%5,25.3,C5,1,valve
2025-04-17,01:22:28,14.66,PSI,101072.6,Pa,101.0819,kPa,758.118,torr,29.8503,inHg,0.997659,atm,1.010837,bar,27.0,%3,27.3,C3,28.3,%5,25.3,C5,1,valve
2025-04-17,01:23:28,14.66,PSI,101076.1,Pa,101.0799,kPa,758.157,torr,29.8492,inHg,0.997670,atm,1.010960,bar,27.0,%3,27.3,C3,28.5,%5,25.2,C5,1,valve
2025-04-17,01:24:28,14.66,PSI,101069.9,Pa,101.0726,kPa,758.179,torr,29.8505,inHg,0.997727,atm,1.010898,bar,27.0,%3,27.3,C3,28.6,%5,25.1,C5,1,valve
2025-04-17,01:25:28,14.66,PSI,101083.2,Pa,101.0837,kPa,758.200,torr,29.8499,inHg,0.997747,atm,1.010870,bar,27.0,%3,27.3,C3,28.7,%5,25.0,C5,1,valve
2025-04-17,01:26:28,14.66,PSI,101073.6,Pa,101.0813,kPa,758.189,torr,29.8493,inHg,0.997671,atm,1.010927,bar,27.0,%3,27.3,C3,28.8,%5,25.0,C5,1,valve
2025-04-17,01:27:29,14.66,PSI,101084.9,Pa,101.0859,kPa,758.178,torr,29.8510,inHg,0.997683,atm,1.010946,bar,27.0,%3,27.3,C3,29.0,%5,24.9,C5,1,valve
2025-04-17,01:28:29,14.66,PSI,101074.6,Pa,101.0842,kPa,758.187,torr,29.8525,inHg,0.997792,atm,1.010949,bar,27.0,%3,27.3,C3,29.1,%5,24.8,C5,1,valve
2025-04-17,01:29:29,14.66,PSI,101090.4,Pa,101.0971,kPa,758.335,torr,29.8551,inHg,0.997910,atm,1.011077,bar,27.0,%3,27.3,C3,29.3,%5,24.7,C5,1,valve
2025-04-17,01:30:29,14.66,PSI,101083.3,Pa,101.0884,kPa,758.246,torr,29.8544,inHg,0.997852,atm,1.011011,bar,27.0,%3,27.3,C3,29.3,%5,24.7,C5,0,valve
2025-04-17,01:31:29,14.66,PSI,101104.0,Pa,101.1004,kPa,758.376,torr,29.8567,inHg,0.997976,atm,1.011153,bar,27.0,%3,27.3,C3,29.4,%5,24.6,C5,0,valve
2025-04-17,01:32:29,14.66,PSI,101097.2,Pa,101.0911,kPa,758.265,torr,29.8523,inHg,0.997783,atm,1.010988,bar,27.0,%3,27.3,C3,29.6,%5,24.6,C5,0,valve
2025-04-17,01:33:29,14.66,PSI,101077.8,Pa,101.0877,kPa,758.243,torr,29.8492,inHg,0.997764,atm,1.010976,bar,27.0,%3,27.3,C3,29.6,%5,24.5,C5,0,valve
2025-04-17,01:34:29,14.66,PSI,101097.3,Pa,101.0966,kPa,758.502,torr,29.8590,inHg,0.998085,atm,1.011256,bar,27.0,%3,27.3,C3,29.7,%5,24.5,C5,0,valve
2025-04-17,01:35:28,14.66,PSI,101081.3,Pa,101.0796,kPa,758.284,torr,29.8497,inHg,0.997719,atm,1.010954,bar,27.0,%3,27.3,C3,29.6,%5,24.5,C5,0,valve
2025-04-17,01:36:28,14.66,PSI,101079.4,Pa,101.0825,kPa,758.206,torr,29.8504,inHg,0.997743,atm,1.010925,bar,27.0,%3,27.3,C3,29.6,%5,24.6,C5,0,valve
2025-04-17,01:37:28,14.66,PSI,101073.1,Pa,101.0757,kPa,758.187,torr,29.8487,inHg,0.997668,atm,1.010913,bar,27.0,%3,27.3,C3,29.5,%5,24.6,C5,0,valve
