2025-12-01,08:39:56,14.67,PSI,101124.5,Pa,101.1285,kPa,758.532,torr,29.8643,inHg,0.998137,atm,1.011344,bar,3.8,%3,26.8,C3,26.7,%5,27.4,C5,1,valve
2025-12-01,08:40:56,14.67,PSI,101121.9,Pa,101.1274,kPa,758.562,torr,29.8655,inHg,0.998223,atm,1.011364,bar,3.8,%3,26.8,C3,26.5,%5,27.4,C5,1,valve
2025-12-01,08:41:56,14.66,PSI,101122.8,Pa,101.1271,kPa,758.510,torr,29.8633,inHg,0.998134,atm,1.011327,bar,3.8,%3,26.8,C3,26.5,%5,27.4,C5,1,valve
2025-12-01,08:42:56,14.67,PSI,101120.9,Pa,101.1250,kPa,758.525,torr,29.8625,inHg,0.998174,atm,1.011310,bar,3.8,%3,26.8,C3,26.5,%5,27.4,C5,1,valve
2025-12-01,08:43:56,14.66,PSI,101117.7,Pa,101.1210,kPa,758.492,torr,29.8606,inHg,0.998097,atm,1.011343,bar,3.8,%3,26.9,C3,26.5,%5,27.4,C5,0,valve
2025-12-01,08:44:56,14.67,PSI,101134.3,Pa,101.1334,kPa,758.592,torr,29.8667,inHg,0.998138,atm,1.011366,bar,3.8,%3,26.9,C3,26.5,%5,27.4,C5,0,valve
2025-12-01,08:47:55,14.67,PSI,101131.1,Pa,101.1282,kPa,758.645,torr,29.8681,inHg,0.998278,atm,1.011554,bar,3.8,%3,26.9,C3,26.4,%5,27.4,C5,0,valve
2025-12-01,08:47:55,14.67,PSI,101125.6,Pa,101.1236,kPa,758.478,torr,29.8631,inHg,0.998152,atm,1.011411,bar,3.8,%3,26.9,C3,26.3,%5,27.4,C5,0,valve
2025-12-01,08:48:55,14.67,PSI,101122.8,Pa,101.1249,kPa,758.471,torr,29.8630,inHg,0.998095,atm,1.011351,bar,3.8,%3,26.9,C3,26.3,%5,27.5,C5,0,valve
2025-12-01,08:49:55,14.67,PSI,101121.8,Pa,101.1215,kPa,758.506,torr,29.8643,inHg,0.998068,atm,1.011386,bar,3.7,%3,26.9,C3,26.2,%5,27.5,C5,0,valve
2025-12-01,08:50:55,14.67,PSI,101117.9,Pa,101.1201,kPa,758.500,torr,29.8648,inHg,0.998150,atm,1.011363,bar,3.7,%3,26.9,C3,26.0,%5,27.5,C5,0,valve
2025-12-01,08:51:55,14.67,PSI,101122.5,Pa,101.1188,kPa,758.519,torr,29.8629,inHg,0.998149,atm,1.011369,bar,3.7,%3,26.9,C3,25.8,%5,27.5,C5,0,valve
2025-12-01,08:52:55,14.66,PSI,101113.9,Pa,101.1192,kPa,758.495,torr,29.8631,inHg,0.998124,atm,1.011281,bar,3.7,%3,26.9,C3,25.7,%5,27.6,C5,0,valve
2025-12-01,08:53:55,14.67,PSI,101123.6,Pa,101.1268,kPa,758.539,torr,29.8640,inHg,0.998177,atm,1.011384,bar,3.7,%3,27.0,C3,25.7,%5,27.6,C5,0,valve
2025-12-01,08:54:55,14.67,PSI,101121.3,Pa,101.1323,kPa,758.589,torr,29.8645,inHg,0.998132,atm,1.011373,bar,3.7,%3,27.0,C3,25.6,%5,27.6,C5,0,valve
2025-12-01,08:55:55,14.67,PSI,101133.3,Pa,101.1326,kPa,758.571,torr,29.8660,inHg,0.998245,atm,1.011507,bar,3.7,%3,27.0,C3,25.6,%5,27.7,C5,0,valve
2025-12-01,08:56:55,14.67,PSI,101132.1,Pa,101.1282,kPa,758.540,torr,29.8639,inHg,0.998215,atm,1.011463,bar,3.7,%3,27.0,C3,25.6,%5,27.7,C5,0,valve
2025-12-01,08:57:55,14.67,PSI,101130.6,Pa,101.1260,kPa,758.506,torr,29.8636,inHg,0.998183,atm,1.011401,bar,3.6,%3,27.0,C3,25.3,%5,27.7,C5,0,valve
2025-12-01,08:58:55,14.67,PSI,101127.8,Pa,101.1225,kPa,758.522,torr,29.8649,inHg,0.998195,atm,1.011358,bar,3.6,%3,27.0,C3,25.1,%5,27.8,C5,0,valve
2025-12-01,08:59:55,14.67,PSI,101121.2,Pa,101.1285,kPa,758.508,torr,29.8635,inHg,0.998096,atm,1.011319,bar,3.6,%3,27.0,C3,25.0,%5,27.8,C5,1,valve
2025-12-01,09:00:55,14.67,PSI,101123.9,Pa,101.1237,kPa,758.479,torr,29.8626,inHg,0.998067,atm,1.011419,bar,3.6,%3,27.0,C3,24.9,%5,27.8,C5,1,valve
2025-12-01,09:01:55,14.67,PSI,101124.5,Pa,101.1290,kPa,758.495,torr,29.8647,inHg,0.998114,atm,1.011365,bar,3.6,%3,27.0,C3,25.0,%5,27.8,C5,1,valve
2025-12-01,09:02:55,14.67,PSI,101120.7,Pa,101.1236,kPa,758.527,torr,29.8622,inHg,0.998113,atm,1.011377,bar,3.6,%3,27.0,C3,24.9,%5,27.8,C5,1,valve
